-61.7762 85.585
-59.6985 128.475
-58.8761 81.7564
-90.5868 88.6092
-51.6504 85.7531
-99.5763 56.5804
-61.2924 89.7251
-83.4324 81.7323
-77.8937 65.5594
-88.6091 73.4706
-54.9167 81.2566
-62.9025 44.4145
-61.4873 72.0651
-54.2049 99.1919
-70.4858 93.4866
-51.3326 106.415
-82.0887 91.2555
-64.3395 61.6914
-91.5671 97.3555
-62.6761 86.5931
-89.4459 104.425
-85.227 80.8043
-66.3271 77.5797
-64.7481 79.8484
-84.5801 102.889
60.8301 -53.1514
60.3166 -53.0023
106.776 -52.4957
70.3282 -52.9829
96.1422 -52.5152
90.6851 -53.4823
99.2555 -53.083
69.3625 -53.2863
43.3174 -52.5424
80.3945 -52.6531
58.6043 -52.3938
79.7093 -52.8496
92.4379 -53.0214
43.5568 -52.5363
69.5385 -52.6232
56.7987 -53.3722
69.8467 -52.7462
101.181 -53.2157
80.1471 -53.8421
51.971 -53.5897
46.6902 -53.0913
104.511 -52.6852
106.361 -52.8382
52.6634 -52.8946
64.5325 -52.5974
-33.6853 30.152
-32.7919 32.1691
-77.4524 31.7548
-56.1864 38.9065
-17.3459 29.7992
-4.69557 31.5809
-25.9779 30.4729
-14.886 32.9396
-25.3777 33.7017
-55.5673 35.9295
-27.3155 31.3185
-31.7865 32.0419
-10.144 40.7034
-42.2668 31.8747
-47.5696 25.6058
-75.6943 33.947
-5.91308 27.8906
-31.1146 24.5255
4.80329 36.0279
-21.1293 35.3165
-0.82586 31.721
-4.1507 23.9139
-0.566125 34.3493
-24.2502 22.9405
-23.1179 28.5955
-85.3061 -55.4133
-70.4846 -19.0887
-69.2111 -15.2221
-63.4998 -38.1662
-80.9265 -75.1603
-86.5644 -82.8957
-83.4725 -25.3493
-76.9918 -27.9238
-95.3436 -45.1782
-71.6371 -45.6627
-85.7134 -62.7842
-78.2596 -29.3695
-78.2418 -67.5671
-63.3435 -74.5937
-86.7901 -37.3947
-82.5367 -39.6348
-79.1516 -33.7356
-90.4318 -8.58175
-80.7142 -63.2205
-75.39 -17.734
-73.7735 -40.7396
-76.2647 -37.2299
-80.5204 -37.7634
-81.1416 -44.3916
-87.3822 -52.2276
31.3593 75.1216
24.7985 73.0947
41.1591 71.4483
29.4554 75.8358
53.0176 68.5351
39.8778 70.1673
35.5496 74.0487
35.4135 74.5857
24.0618 70.3751
29.132 73.4019
39.1531 68.2767
14.0337 71.0499
48.1395 72.1906
30.8664 75.2574
23.5661 71.698
10.1285 62.0216
38.129 72.3729
14.7199 72.213
11.4777 70.2356
46.0701 71.96
25.4766 75.6556
44.1469 69.5803
32.8994 70.1322
23.3608 66.2866
39.6373 73.6057
-38.6626 33.0093
-29.6994 33.5864
-38.45 33.3339
-33.9454 33.4388
-13.957 33.7513
-25.122 33.243
-25.6816 34.2162
-47.0562 33.5606
-48.0109 33.8801
-44.6111 34.0633
-60.17 33.5738
-45.9432 33.0275
-36.0477 34.3935
-48.0924 33.4457
-23.5183 33.8053
-22.2525 33.5772
-40.9723 33.1263
-20.3822 33.1667
-32.7528 33.2021
-56.3123 33.4332
-33.2091 34.0092
-42.6956 32.9592
-34.4571 33.4294
-40.5051 34.0245
-61.7121 33.4081
